product_id,product_name,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12,total_sales,avg_sales_per_month,success,category_Clothing,category_Electronics,category_Health,category_Home & Kitchen,category_Sports,category_Toys
11,Building Blocks,-1.6085105100111539,-0.9632196482623446,-1.2210949298046139,125,590,12,128,66,841,595,768,737,724,439,341,-0.6593333516144418,-0.6593333516144421,0,False,False,False,False,False,True
12,Generic Product,1.642728639719162,1.6848655855202617,1.6463901015502325,276,214,991,906,495,374,962,100,201,819,491,132,-0.05940041842068987,-0.059400418420690326,0,False,False,True,False,False,False
13,Power Bank,1.1719105767740905,1.5140213768891255,0.3242987335708039,975,525,35,886,190,445,702,197,329,100,392,442,-0.8085603669298624,-0.8085603669298632,0,False,True,False,False,False,False
14,Self-Help Book,-0.9517867696034216,-1.5611743784713201,0.7177361111732612,203,214,100,340,365,377,50,812,362,55,488,835,-1.8339919519013679,-1.8339919519013688,0,False,False,False,False,False,False
15,Sweater,-1.056328443829726,0.6598003337334462,-1.1395718695806811,193,402,793,3,767,389,897,225,891,331,721,252,-0.15720461089093177,-0.15720461089093202,0,True,False,False,False,False,False
16,Novel,-1.0508626647007533,1.428599272573558,0.19669742191595294,680,127,85,326,520,656,209,942,453,835,945,264,0.022271123745182246,0.022271123745181788,1,False,False,False,False,False,False
17,Doll,-0.6370547536831966,-1.1340638568934804,0.10454091905411608,663,821,515,409,989,50,125,462,355,750,28,92,-0.7672204505249148,-0.7672204505249154,0,False,False,False,False,False,True
18,Air Fryer,0.11812219812362998,0.2326898121556065,1.1147179696550198,546,476,222,878,116,241,491,236,215,392,38,661,-1.52041356161018,-1.5204135616101804,0,False,False,False,True,False,False
19,Science Book,-0.19972323628778196,1.428599272573558,1.0154725050345803,695,759,337,305,266,293,508,25,971,742,858,410,0.15032403553611753,0.15032403553611753,1,False,False,False,False,False,False
20,Toaster,-0.6816112316459632,-1.646596482786888,-1.0580488093567486,285,403,959,907,610,919,959,120,554,873,611,137,1.328007507755113,1.3280075077551121,1,False,False,False,True,False,False
21,Shirt,0.41645687665693615,0.6598003337334462,0.6007682421563144,56,28,165,606,484,562,969,909,886,380,172,207,-0.6008524942611013,-0.6008524942611018,0,True,False,False,False,False,False
22,Dictionary,-1.2012753713638813,-0.7069533353156405,0.32784321445010534,733,791,382,720,508,265,580,505,22,91,16,636,-0.777303356965146,-0.7773033569651462,0,False,False,False,False,False,False
23,Cookbook,-0.678497813154776,1.428599272573558,0.24632015422617276,302,337,855,224,297,119,776,181,154,790,55,745,-1.1947356835907146,-1.1947356835907148,0,False,False,False,False,False,False
24,Yoga Mat,-0.4243044901187448,1.599443481204694,1.1466182975687327,162,830,894,970,908,711,257,710,185,446,225,572,0.8571357769963194,0.8571357769963189,1,False,False,False,False,True,False
25,Blazer,-0.11711386565495092,1.5140213768891255,-0.9800702300121175,18,713,375,347,163,916,929,813,248,108,557,306,-0.5312804398235065,-0.531280439823507,0,True,False,False,False,False,False
26,Dress,1.0100128152323615,-0.1089986051066652,1.2352303195512682,369,360,470,991,375,247,187,766,748,316,66,265,-0.867041224283203,-0.8670412242832035,0,True,False,False,False,False,False
27,Power Bank,-0.9951670672472951,1.1723329596268544,-0.3030743820655468,263,568,789,320,652,69,229,633,804,167,196,645,-0.6905903615791583,-0.690590361579159,0,False,True,False,False,False,False
28,Stuffed Animal,0.08214491778102356,1.1723329596268544,0.0230178588301835,793,391,641,558,267,852,188,542,133,811,653,317,0.12713335072358595,0.12713335072358503,1,False,False,False,False,False,True
29,Dictionary,0.3498989080231141,-0.6215312310000729,-1.171472197494394,112,217,30,987,548,56,414,983,320,981,834,112,-0.42944308477717213,-0.4294430847771724,0,False,False,False,False,False,False
30,Novel,-1.5199510507062761,1.0869108553112858,0.579501356880506,487,573,374,180,73,381,9,314,389,919,22,900,-1.4105098814116606,-1.4105098814116614,0,False,False,False,False,False,False
31,Generic Product,0.401650842054402,-1.646596482786888,1.4266322870335446,326,668,10,617,507,38,113,990,433,434,998,377,-0.5131312082310905,-0.5131312082310909,0,False,False,True,False,False,False
32,Jeans,-1.0950040201980282,0.3181119164711745,1.6322121780330268,541,201,987,710,72,983,75,796,21,441,605,453,-0.13603050736644642,-0.13603050736644665,0,True,False,False,False,False,False
33,Jeans,-1.4562297522533134,-0.9632196482623446,-0.026604873480036335,646,16,301,385,307,800,675,617,872,217,753,190,-0.24290931563289633,-0.24290931563289705,0,True,False,False,False,False,False
34,Building Blocks,1.5707048919563669,-1.3049080655246164,-1.6180767882863725,578,321,95,617,198,442,501,735,599,221,236,890,-0.5917778784648933,-0.5917778784648937,0,False,False,False,False,False,True
35,T-Shirt,1.6280609792717917,-1.4757522741557523,0.3987328320361337,64,517,189,791,129,17,84,272,664,672,956,439,-1.236075599995662,-1.2360755999956627,0,True,False,False,False,False,False
36,Mixer,1.0895779544515873,0.6598003337334462,-0.4519425789962064,291,569,452,771,757,951,48,909,124,527,918,186,0.4870931106398371,0.48709311063983624,1,False,False,False,True,False,False
37,Toaster,-0.6358093862867218,-0.5361091266845049,1.600311850119314,24,324,191,107,823,731,494,231,78,277,922,830,-0.9961024267181614,-0.9961024267181621,0,False,False,False,True,False,False
38,Basketball,-1.3444926219584878,0.7452224380490142,0.5157007010530804,548,411,485,530,571,824,837,419,857,568,565,366,0.9690560384828849,0.9690560384828845,1,False,False,False,False,True,False
39,Coffee Maker,0.6643541756330111,-1.4757522741557523,0.8276150184316051,0,317,265,409,790,755,688,767,967,573,137,88,-0.2661000004454279,-0.2661000004454282,0,False,False,False,True,False,False
40,Blender,-0.17156409571193423,-0.6215312310000729,-1.146660831339284,910,680,423,970,614,351,386,441,50,874,472,186,0.3398826766124627,0.33988267661246224,1,False,False,False,True,False,False
41,Remote Car,-1.2610530063946734,0.14726770784003884,-1.341607279700862,548,964,127,295,807,971,969,495,727,465,844,818,2.0267529240631297,2.0267529240631292,1,False,False,False,False,False,True
42,Novel,0.016832316543676413,1.0014887509957182,-0.19319547480720292,140,81,237,817,831,815,388,23,175,838,783,945,0.053528133709898736,0.05352813370989805,1,False,False,False,False,False,False
43,Microwave,-1.5612557360226917,-0.6215312310000729,0.45544452610495634,743,473,919,170,486,297,217,108,869,753,552,131,-0.3044150449183062,-0.3044150449183067,0,False,False,False,True,False,False
44,Badminton Racket,1.4351674069733553,0.4035340207867425,1.4797995002230657,647,467,354,330,852,282,700,702,252,601,609,871,0.6524527762596276,0.6524527762596276,1,False,False,False,False,True,False
45,Skirt,-0.7927256782425517,1.257755063942422,-1.1608387548564898,900,424,939,492,150,585,980,501,965,583,694,634,1.8422357362069004,1.8422357362068995,1,True,False,False,False,False,False
46,Kettle,0.5899780672324304,0.4035340207867425,1.3840985164819275,187,944,111,194,668,109,345,858,245,837,639,559,-0.32659743908681466,-0.32659743908681493,0,False,False,False,True,False,False
47,Dumbbells,-0.6114555349778804,-0.9632196482623446,-0.3562415952550681,127,730,827,11,205,179,229,24,738,29,228,799,-1.9096137502031012,-1.909613750203102,0,False,False,False,False,True,False
48,Board Game,0.10207079612462097,-1.646596482786888,0.4944338157772719,200,688,445,194,985,937,254,186,105,358,316,375,-0.9850112296339072,-0.9850112296339076,0,False,False,False,False,False,True
49,Generic Product,0.19332855145519395,1.257755063942422,-0.12230585722117458,126,203,342,489,178,543,235,287,192,918,597,690,-1.2300258561315234,-1.230025856131524,0,False,False,True,False,False,False
50,Generic Product,-1.0459503821924359,-1.646596482786888,1.2813085709821865,256,582,144,794,196,745,25,627,315,287,767,691,-0.5958110410409857,-0.595811041040986,0,False,False,True,False,False,False
51,Generic Product,1.641552459400269,1.257755063942422,1.3096644180165977,675,386,64,880,734,793,583,337,301,85,720,98,-0.3669290648477392,-0.3669290648477399,0,False,False,True,False,False,False
52,Hoodie,0.9756268376741393,0.06184560352447083,-1.3628741649766705,546,777,246,181,88,24,260,877,547,233,726,841,-0.6794991644949041,-0.6794991644949046,0,True,False,False,False,False,False
53,Tennis Racket,1.538532900880767,1.5140213768891255,-0.7567679346161282,193,97,734,961,798,842,765,913,953,746,885,33,1.9158409532205876,1.9158409532205871,1,False,False,False,False,True,False
54,Blender,1.3855602723471074,1.0014887509957182,-1.281351104752738,702,344,990,816,433,790,270,36,715,312,611,931,0.9377990285181684,0.9377990285181675,1,False,False,False,True,False,False
55,Biography,0.3686486060478185,1.6848655855202617,-0.7532234537368268,103,802,489,655,787,737,122,793,933,364,560,581,0.9136000530616137,0.9136000530616128,1,False,False,False,False,False,False
56,Skirt,1.478201769229319,-0.5361091266845049,-1.791756351372142,534,207,824,897,747,56,655,136,778,776,200,170,-0.04024289618425073,-0.04024289618425142,0,True,False,False,False,False,False
57,Skirt,-1.3759727422582686,0.9160666466801499,-1.5755430177347556,264,513,438,315,182,179,256,507,267,798,947,365,-0.9971107173621845,-0.997110717362185,0,True,False,False,False,False,False
58,Generic Product,-1.0078283024447892,-0.36526491805336886,0.1931529410366515,801,635,105,693,208,231,655,226,169,838,257,783,-0.42238505026901035,-0.42238505026901085,0,False,False,True,False,False,False
59,Science Book,-1.5241022753611924,-0.1089986051066652,-1.401863454648986,941,791,180,29,492,893,420,319,550,904,479,58,0.03638719276150582,0.03638719276150559,1,False,False,False,False,False,False
60,Generic Product,-0.564823444687656,0.4035340207867425,0.25695359686407704,973,585,183,595,129,342,258,839,454,268,887,180,-0.329622311018884,-0.3296223110188843,0,False,False,True,False,False,False
61,T-Shirt,-0.347852769390706,1.257755063942422,0.7212805920525626,383,165,225,677,664,476,947,915,650,697,177,18,-0.026126827167927157,-0.026126827167927615,1,True,False,False,False,False,False
62,Microwave,-0.7496913159865878,1.599443481204694,1.4408102105507503,259,21,776,795,12,798,46,181,291,130,756,225,-1.7442540845833108,-1.7442540845833114,0,False,False,False,True,False,False
63,Generic Product,1.1592493415765963,0.9160666466801499,1.6215787353951225,413,153,789,792,633,575,862,873,563,802,122,472,1.0376198022764564,1.0376198022764558,1,False,False,True,False,False,False
64,Generic Product,-0.4572375390477461,-0.27984281373780084,-0.7851237816505395,990,938,908,95,870,454,524,85,798,992,341,94,1.077951428037381,1.0779514280373805,1,False,False,True,False,False,False
65,Generic Product,-0.7168966412127502,-0.27984281373780084,1.3770095547233248,357,438,88,380,731,231,887,466,800,788,170,880,0.19771369580520382,0.19771369580520337,1,False,False,True,False,False,False
66,Shorts,0.17956032301638872,0.8306445423645822,-0.551188043616646,74,294,687,777,105,288,207,925,140,831,844,296,-0.5564877059240844,-0.5564877059240846,0,True,False,False,False,False,False
67,Kettle,-1.1963630888555636,-0.8777975439467767,1.1714296637238426,354,218,529,443,374,212,310,52,145,350,647,592,-1.80878468580079,-1.8087846858007903,0,False,False,False,True,False,False
68,Cookbook,1.0683375216339328,-1.3903301698401844,1.157251740206637,583,668,370,297,581,257,746,859,424,179,58,174,-0.830742761098371,-0.8307427610983714,0,False,False,False,False,False,False
69,Monitor,-1.4237118257898038,-0.5361091266845049,-0.5051097921857276,770,494,971,807,706,529,148,866,313,801,704,221,1.3209494732469511,1.3209494732469511,1,False,True,False,False,False,False
70,Biography,1.7008457848879877,-0.7923754396312086,1.3521981885682148,909,229,935,736,697,686,833,234,183,479,464,614,0.9872052700753009,0.9872052700753005,1,False,False,False,False,False,False
71,Mixer,0.9657330855799224,-0.7069533353156405,-0.2888964585483412,187,19,912,844,98,928,437,958,663,888,779,53,0.7522735500179157,0.7522735500179157,1,False,False,False,True,False,False
72,Toy Robot,-0.9984880469712281,-0.9632196482623446,-0.3597860761343695,972,986,398,360,593,228,154,778,712,162,259,694,0.2783769473270528,0.2783769473270519,1,False,False,False,False,False,True
73,Generic Product,-1.660124069887278,-1.5611743784713201,-1.2955290282699436,684,552,105,373,586,225,677,798,127,782,372,862,0.12410847879151661,0.12410847879151639,1,False,False,True,False,False,False
74,Biography,1.1137242445276825,-1.646596482786888,-1.2352728533218196,991,949,270,553,885,595,89,432,286,887,972,402,1.301791951010512,1.3017919510105116,1,False,False,False,False,False,False
75,Board Game,0.741774515447197,1.6848655855202617,0.36328802324311954,289,147,974,302,851,802,697,495,822,95,94,317,-0.13603050736644642,-0.13603050736644665,0,False,False,False,False,False,True
76,Stuffed Animal,0.8176727395545805,-0.27984281373780084,0.6433020127079314,44,107,830,420,191,434,829,998,252,773,124,866,-0.15317144831483934,-0.1531714483148398,0,False,False,False,False,False,True
77,Kettle,0.9624121058559894,-0.45068702236893693,1.3061199371372965,572,402,502,245,324,881,357,99,1000,509,40,348,-0.7470546376444526,-0.7470546376444529,0,False,False,False,True,False,False
78,Kettle,-1.4254415027293523,0.5743782294178785,-0.12939481897977742,82,595,678,719,978,757,173,989,777,364,890,442,1.435894606665586,1.435894606665586,1,False,False,False,True,False,False
79,Generic Product,-0.45135663745328164,-0.9632196482623446,-0.7071452023059084,122,482,524,236,725,401,216,598,699,980,253,832,0.04848668048978317,0.04848668048978294,1,False,False,True,False,False,False
80,Tablet,-1.2821550650571638,1.5140213768891255,0.2534091159847756,357,366,848,533,826,621,906,402,385,352,6,579,0.16242352326439488,0.16242352326439488,1,False,True,False,False,False,False
81,Dumbbells,1.2769365605434686,0.9160666466801499,-0.8418354757193622,527,833,31,184,955,765,455,395,229,799,470,539,0.163431813908418,0.16343181390841707,1,False,False,False,False,True,False
82,Dress,0.45561676256831146,-1.3903301698401844,0.2356867115882685,65,413,392,467,466,87,775,526,270,435,727,785,-0.616985144565471,-0.6169851445654714,0,True,False,False,False,False,False
83,Thriller Novel,-0.5457969983526237,-0.27984281373780084,0.4873448540186691,935,308,39,753,893,583,608,414,770,82,510,281,0.15738207004427932,0.1573820700442784,1,False,False,False,False,False,False
84,Cookware Set,-1.4613495959943767,1.257755063942422,0.16479709400224019,656,801,659,362,366,892,628,938,810,224,580,359,1.26549348782568,1.2654934878256796,1,False,False,False,True,False,False
85,Biography,-0.6139462697708302,1.5140213768891255,0.16479709400224019,374,917,217,282,317,541,198,612,414,411,68,914,-0.7611707066607761,-0.7611707066607767,0,False,False,False,False,False,False
86,Dumbbells,-0.5653077542307294,-0.1089986051066652,-0.6114442185647702,161,834,730,552,143,683,831,676,197,734,80,822,0.42659567199845033,0.42659567199844944,1,False,False,False,False,True,False
87,Swim Goggles,0.8197483518820387,0.4035340207867425,-1.766944985217032,745,133,980,335,383,308,485,462,322,980,541,630,0.28644327247923773,0.28644327247923773,1,False,False,False,False,True,False
88,Generic Product,0.504462839341158,-1.1340638568934804,1.51524430901608,379,718,81,161,215,905,532,540,55,117,584,891,-0.848891992690787,-0.8488919926907874,0,False,False,True,False,False,False
89,Toy Robot,1.3594767440987179,1.6848655855202617,-1.7137777720275107,655,282,844,159,360,342,199,625,830,481,261,952,-0.030159989744019605,-0.030159989744019837,0,False,False,False,False,False,True
90,Generic Product,-0.061764203589402475,-0.9632196482623446,0.5476010289667932,357,777,719,473,323,435,370,618,202,191,88,645,-0.8287261798103247,-0.8287261798103249,0,False,False,True,False,False,False
91,Skirt,-1.2694246427820874,1.5140213768891255,-0.3668750378929724,187,72,200,600,14,176,958,921,782,590,914,640,0.03437061147345959,0.034370611473459135,1,True,False,False,False,False,False
92,Monitor,0.7637068190406707,0.48895612510231057,0.2534091159847756,321,480,446,321,216,138,852,363,620,589,207,7,-1.4720156106970705,-1.472015610697071,0,False,True,False,False,False,False
93,Science Book,0.9265040125909648,0.3181119164711745,-1.2388173342011208,449,351,843,11,491,193,447,129,627,658,212,992,-0.6220265977855867,-0.6220265977855871,0,False,False,False,False,False,False
94,Sweater,0.24321243439176934,0.06184560352447083,0.008839935312977833,473,559,427,423,950,185,247,83,603,106,833,562,-0.5736286468724773,-0.5736286468724777,0,True,False,False,False,False,False
95,Monitor,0.9613742996922605,-0.9632196482623446,0.2959428865363926,12,325,37,72,546,217,787,270,137,381,265,490,-2.5014803582446685,-2.5014803582446685,0,False,True,False,False,False,False
96,Comics,0.012127595268104748,-1.1340638568934804,1.557778079567697,183,744,210,587,182,163,263,243,421,782,911,340,-0.9991272986502308,-0.9991272986502314,0,False,False,False,False,False,False
97,Hoodie,0.11120349036543642,-0.9632196482623446,-0.11521689546257176,110,442,443,857,269,160,57,387,814,389,292,471,-1.3399295363300427,-1.339929536330043,0,True,False,False,False,False,False
98,Vacuum Cleaner,-0.21480601920064396,-1.1340638568934804,-1.164383235735791,926,99,326,200,944,942,301,213,56,243,206,792,-0.778311647609169,-0.7783116476091698,0,False,False,False,True,False,False
99,Biography,-1.591974798469071,0.9160666466801499,0.2959428865363926,507,58,760,521,466,524,30,817,561,584,332,686,-0.17535384248334782,-0.17535384248334804,0,False,False,False,False,False,False
100,Shirt,-1.3094839607020283,-0.5361091266845049,0.17897501751944583,289,507,226,863,869,807,497,165,70,868,76,694,-0.08964913774138324,-0.08964913774138371,0,True,False,False,False,False,False
101,Cricket Bat,-1.5713570493496545,-1.5611743784713201,1.1182624505343213,294,257,47,504,611,600,248,790,910,467,287,703,-0.3044150449183062,-0.3044150449183067,0,False,False,False,False,True,False
102,Power Bank,0.5005191759189876,1.599443481204694,1.157251740206637,450,412,17,737,518,835,604,58,913,865,46,248,-0.3195394045786529,-0.3195394045786534,0,False,True,False,False,False,False
103,Hoodie,-0.6023920278146468,1.257755063942422,-0.03369383523863917,903,451,911,687,541,41,776,601,593,933,621,234,1.282634428774073,1.282634428774072,1,True,False,False,False,False,False
104,Cookware Set,0.06270334898049966,1.428599272573558,-0.04432727787654342,214,64,438,787,466,914,270,882,371,537,199,82,-0.8025106230657237,-0.8025106230657245,0,False,False,False,True,False,False
105,Generic Product,1.4292173183013088,1.6848655855202617,-1.7882118704928405,973,594,806,38,304,209,605,842,616,209,426,92,-0.30844820749439866,-0.3084482074943989,0,False,False,True,False,False,False
106,Self-Help Book,-0.8252436047060613,-1.1340638568934804,-1.469208591355713,631,153,707,59,984,740,665,923,599,603,209,884,1.1465151918309526,1.1465151918309517,1,False,False,False,False,False,False
107,Self-Help Book,-0.2735458480677073,-0.36526491805336886,-1.6641550397172908,893,984,186,577,143,861,393,503,513,636,887,393,0.9569565507546075,0.9569565507546072,1,False,False,False,False,False,False
108,Science Book,0.9085845594972437,0.8306445423645822,-1.6322547118035782,566,265,344,320,110,274,796,705,871,946,419,823,0.4225625094223579,0.42256250942235796,1,False,False,False,False,False,False
109,Dish Rack,-0.8953993013741439,0.6598003337334462,1.1182624505343213,26,820,223,434,231,953,501,122,83,72,153,267,-2.1526117954126716,-2.152611795412672,0,False,False,False,True,False,False
110,Tablet,-1.4153401894023898,-1.2194859612090483,-1.5188313236659328,629,78,829,635,690,278,591,647,993,991,521,416,1.2886841726382114,1.2886841726382108,1,False,True,False,False,False,False
111,Cookbook,-0.6866618883094444,1.0869108553112858,-1.3557852032180677,732,314,487,675,583,250,803,412,42,634,414,631,-0.04326776811632007,-0.04326776811632076,0,False,False,False,False,False,False
112,Headphones,-1.1268992629633006,-0.9632196482623446,1.2529527239477751,230,661,908,407,721,309,83,138,665,308,352,582,-0.661349932902488,-0.6613499329024886,0,False,True,False,False,False,False
113,Shirt,1.5049771682535282,-0.9632196482623446,-0.3243412673413553,564,946,876,922,731,719,364,228,838,695,156,528,1.5599143558804287,1.559914355880429,1,True,False,False,False,False,False
114,Running Shoes,1.08860933536544,0.06184560352447083,0.39164387027753084,806,559,848,385,591,832,885,273,933,698,260,252,1.3128831480947663,1.3128831480947654,1,False,False,False,False,True,False
115,Tennis Racket,0.49021030135927923,0.3181119164711745,0.5405120672081903,320,916,228,670,499,139,548,438,605,709,76,956,0.08478514367461522,0.084785143674615,1,False,False,False,False,True,False
116,Laptop,1.305510823584808,0.2326898121556065,-1.5613650942175499,912,890,389,568,594,791,341,561,809,589,768,121,1.3239743451790205,1.3239743451790205,1,False,True,False,False,False,False
117,Headphones,1.0733881782974142,-1.3903301698401844,0.21796430719176144,232,247,978,77,553,545,838,909,132,859,982,891,1.2332281872169404,1.2332281872169404,1,False,True,False,False,False,False
118,Badminton Racket,-1.0400694805979713,1.257755063942422,-0.6468890273577843,669,789,588,193,272,820,406,117,394,185,487,9,-1.099956363052542,-1.0999563630525424,0,False,False,False,False,True,False
119,Dictionary,1.3778113196579307,-0.7923754396312086,1.4514436531886545,436,867,187,284,702,903,424,713,64,855,130,798,0.34593242047660133,0.34593242047660094,1,False,False,False,False,False,False
120,Action Figure,0.16807526813778764,-1.3049080655246164,-0.8241130713228552,780,609,857,526,172,529,743,994,289,252,578,315,0.629262091447096,0.6292620914470951,1,False,False,False,False,False,True
121,Puzzle,1.0862569747276543,1.3431771682579896,1.5223332707746828,532,413,269,523,972,56,92,904,375,12,454,837,-0.5857281346007546,-0.5857281346007551,0,False,False,False,False,False,True
122,Kettle,1.3899190582347694,1.5140213768891255,0.15770813224363733,402,24,606,612,6,111,847,482,768,298,739,272,-0.8599831897750412,-0.859983189775042,0,False,False,False,True,False,False
123,Generic Product,-0.5899383538498986,1.1723329596268544,0.43772212170844926,52,283,309,155,154,4,613,394,466,75,162,305,-3.073181153405773,-3.073181153405774,0,False,False,True,False,False,False
124,Swim Goggles,-1.3020809434007612,1.0014887509957182,0.29948736741569404,786,448,131,339,521,409,411,702,897,50,14,804,-0.5121229175870674,-0.5121229175870681,0,False,False,False,False,True,False
125,Swim Goggles,-0.8983743457101672,0.48895612510231057,0.6291240891907258,312,880,550,124,545,413,431,875,212,786,231,209,-0.4556586415217731,-0.45565864152177354,0,False,False,False,False,True,False
126,Toaster,-0.21625894782986466,0.14726770784003884,-1.0048815961672273,280,300,71,870,547,181,677,459,147,148,194,957,-1.198768846166807,-1.1987688461668078,0,False,False,False,True,False,False
127,Board Game,1.1225110033805885,-1.4757522741557523,1.0792731608620056,725,67,792,279,920,12,158,834,572,730,860,729,0.6635439733438818,0.6635439733438814,1,False,False,False,False,False,True
128,Sweater,1.2687724853888003,-0.36526491805336886,0.12226332345062317,30,6,844,916,517,338,13,692,470,121,541,752,-0.786377972761354,-0.7863779727613542,0,True,False,False,False,False,False
129,Novel,-1.6552117873789602,-0.45068702236893693,1.5365111942918885,336,816,671,905,919,796,372,934,148,210,358,885,1.3411152861274134,1.341115286127413,1,False,False,False,False,False,False
130,Science Book,0.07017555335934858,-0.8777975439467767,-1.7527670616998263,182,136,186,621,913,258,224,77,87,279,849,463,-1.7593784442436575,-1.7593784442436582,0,False,False,False,False,False,False
131,Skirt,-0.24946874506919361,0.7452224380490142,-0.4802984260306177,22,163,485,845,214,89,504,951,323,537,330,711,-0.8529251552668794,-0.8529251552668797,0,True,False,False,False,False,False
132,Skirt,-0.9183694111313466,-0.02357650079109719,-0.8843692462709792,543,82,190,868,133,615,72,411,894,684,426,727,-0.3780202619319934,-0.3780202619319937,0,True,False,False,False,False,False
133,Stuffed Animal,-1.2685252107735223,-1.4757522741557523,0.019473377950882085,445,896,421,657,284,890,248,74,395,155,496,716,-0.34575496132325384,-0.3457549613232545,0,False,False,False,False,False,True
134,Vacuum Cleaner,-0.5227577015178391,-0.9632196482623446,-1.3203403944250536,73,649,119,727,125,697,510,294,789,237,827,924,-0.04931751198045874,-0.04931751198045943,0,False,False,False,True,False,False
135,Jacket,1.5502255169921142,0.5743782294178785,-0.508654273065029,9,419,219,909,920,249,602,792,403,375,485,415,-0.2247600840404803,-0.224760084040481,0,True,False,False,False,False,False
136,Kettle,-0.5720880878337591,-1.4757522741557523,-1.6251657500449754,483,72,52,673,438,254,215,20,81,81,807,215,-2.650707373560089,-2.6507073735600897,0,False,False,False,True,False,False
137,Generic Product,0.09771201023695907,1.1723329596268544,1.2458637621891724,455,236,733,127,848,587,972,905,640,491,448,79,0.5052423422322532,0.5052423422322523,1,False,False,True,False,False,False
138,Gaming Console,0.7286289707066294,-0.02357650079109719,1.2671306474649808,565,45,450,313,685,897,601,170,285,355,412,778,-0.46775812925005045,-0.4677581292500509,0,False,True,False,False,False,False
139,Science Book,-0.4336447455923061,-0.1089986051066652,-1.1076715416669685,563,617,411,331,151,970,540,14,381,924,329,479,-0.3124813700704911,-0.3124813700704918,0,False,False,False,False,False,False
140,Doll,1.6490938508567,0.3181119164711745,0.45544452610495634,659,927,642,149,330,107,946,210,864,272,731,901,0.7240414119852685,0.7240414119852682,1,False,False,False,False,False,True
141,Dictionary,1.617129421013846,1.0869108553112858,-0.5334656392201389,159,799,236,453,537,667,816,559,791,579,888,890,1.3653142615839682,1.3653142615839677,1,False,False,False,False,False,False
142,Remote Car,-0.8167335941634833,-0.5361091266845049,0.7709033243627824,881,261,757,35,382,593,938,85,269,43,990,546,-0.24190102498887323,-0.24190102498887348,0,False,False,False,False,False,True
143,Monitor,0.02395858553461559,0.5743782294178785,-1.11121602254627,13,175,737,684,114,588,987,148,291,572,146,800,-0.7712536131010073,-0.7712536131010076,0,False,True,False,False,False,False
144,Cookbook,-0.6486089956393798,0.2326898121556065,-1.5861764603726598,177,165,719,419,893,484,219,699,452,122,258,17,-1.4074850094795912,-1.407485009479592,0,False,False,False,False,False,False
145,Power Bank,-0.7034743481618547,-0.7923754396312086,0.707102668535357,411,656,405,21,481,981,839,371,714,348,291,164,-0.3407135081031383,-0.3407135081031387,0,False,True,False,False,False,False
146,Toy Robot,-1.5526765384025318,1.257755063942422,0.3597435423638181,877,841,607,205,283,971,726,479,23,707,810,524,1.041652964852549,1.0416529648525485,1,False,False,False,False,False,True
147,Sweater,0.4085695498125956,1.0014887509957182,0.2746760012605841,52,369,421,638,898,257,220,817,955,329,142,201,-0.7268888247639903,-0.7268888247639911,0,True,False,False,False,False,False
