product_id,product_name,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12,total_sales,avg_sales_per_month,success,category_Clothing,category_Electronics,category_Health,category_Home & Kitchen,category_Sports,category_Toys,sales_variability,sales_trend,price_bucket_Medium,price_bucket_High
11,Building Blocks,-1.608510510011154,-0.9632196482623446,-1.221094929804614,125,590,12,128,66,841,595,768,737,724,439,341,-0.6593333516144418,-0.6593333516144421,0,False,False,False,False,False,True,303.40337186756193,2.0687757909215954,False,False
12,Generic Product,1.642728639719162,1.6848655855202617,1.6463901015502325,276,214,991,906,495,374,962,100,201,819,491,132,-0.0594004184206898,-0.0594004184206903,0,False,False,True,False,False,False,337.6084674185872,0.9736664415935179,False,True
13,Power Bank,1.1719105767740905,1.5140213768891255,0.3242987335708039,975,525,35,886,190,445,702,197,329,100,392,442,-0.8085603669298624,-0.8085603669298632,0,False,True,False,False,False,False,297.95021955577306,0.6084690553745927,False,True
14,Self-Help Book,-0.9517867696034216,-1.56117437847132,0.7177361111732612,203,214,100,340,365,377,50,812,362,55,488,835,-1.833991951901368,-1.8339919519013688,0,False,False,False,False,False,False,260.8623664740168,2.6653771760154736,False,False
15,Sweater,-1.056328443829726,0.6598003337334462,-1.1395718695806811,193,402,793,3,767,389,897,225,891,331,721,252,-0.1572046108909317,-0.157204610890932,0,True,False,False,False,False,False,308.0437788642545,0.9394812680115274,False,False
16,Novel,-1.0508626647007533,1.428599272573558,0.1966974219159529,680,127,85,326,520,656,209,942,453,835,945,264,0.0222711237451822,0.0222711237451817,1,False,False,False,False,False,False,308.48883875492743,2.291479820627803,False,False
17,Doll,-0.6370547536831966,-1.1340638568934804,0.104540919054116,663,821,515,409,989,50,125,462,355,750,28,92,-0.7672204505249148,-0.7672204505249154,0,False,False,False,False,False,True,323.16928437528895,0.4352176088044022,False,False
18,Air Fryer,0.1181221981236299,0.2326898121556065,1.1147179696550198,546,476,222,878,116,241,491,236,215,392,38,661,-1.52041356161018,-1.5204135616101804,0,False,False,False,True,False,False,244.00372575396915,0.8770096463022508,True,False
19,Science Book,-0.1997232362877819,1.428599272573558,1.0154725050345803,695,759,337,305,266,293,508,25,971,742,858,410,0.1503240355361175,0.1503240355361175,1,False,False,False,False,False,False,287.1937763105516,1.1222780569514237,True,False
20,Toaster,-0.6816112316459632,-1.646596482786888,-1.0580488093567486,285,403,959,907,610,919,959,120,554,873,611,137,1.328007507755113,1.328007507755112,1,False,False,False,True,False,False,317.93036925869427,0.98421372191864,False,False
21,Shirt,0.4164568766569361,0.6598003337334462,0.6007682421563144,56,28,165,606,484,562,969,909,886,380,172,207,-0.6008524942611013,-0.6008524942611018,0,True,False,False,False,False,False,338.96956151897126,3.0481927710843375,True,False
22,Dictionary,-1.2012753713638813,-0.7069533353156405,0.3278432144501053,733,791,382,720,508,265,580,505,22,91,16,636,-0.777303356965146,-0.7773033569651462,0,False,False,False,False,False,False,280.3447417777338,0.3898216159496327,False,False
23,Cookbook,-0.678497813154776,1.428599272573558,0.2463201542261727,302,337,855,224,297,119,776,181,154,790,55,745,-1.1947356835907146,-1.1947356835907148,0,False,False,False,False,False,False,298.64008691927404,1.0642570281124497,False,False
24,Yoga Mat,-0.4243044901187448,1.599443481204694,1.146618297568733,162,830,894,970,908,711,257,710,185,446,225,572,0.8571357769963194,0.8571357769963189,1,False,False,False,False,True,False,306.48876592195614,0.659066808059385,True,False
25,Blazer,-0.1171138656549509,1.5140213768891255,-0.9800702300121176,18,713,375,347,163,916,929,813,248,108,557,306,-0.5312804398235065,-0.531280439823507,0,True,False,False,False,False,False,319.37357009108825,0.8779385171790235,True,False
26,Dress,1.0100128152323615,-0.1089986051066652,1.2352303195512682,369,360,470,991,375,247,187,766,748,316,66,265,-0.867041224283203,-0.8670412242832035,0,True,False,False,False,False,False,270.89783381126614,0.5396163469557964,False,True
27,Power Bank,-0.9951670672472952,1.1723329596268544,-0.3030743820655468,263,568,789,320,652,69,229,633,804,167,196,645,-0.6905903615791583,-0.690590361579159,0,False,True,False,False,False,False,262.26338542261925,0.6222222222222222,False,False
28,Stuffed Animal,0.0821449177810235,1.1723329596268544,0.0230178588301835,793,391,641,558,267,852,188,542,133,811,653,317,0.1271333507235859,0.127133350723585,1,False,False,False,False,False,True,249.51000465761373,0.9758904109589039,True,False
29,Dictionary,0.3498989080231141,-0.6215312310000729,-1.171472197494394,112,217,30,987,548,56,414,983,320,981,834,112,-0.4294430847771721,-0.4294430847771724,0,False,False,False,False,False,False,386.2349340005694,5.367688022284122,True,False
30,Novel,-1.519951050706276,1.0869108553112858,0.579501356880506,487,573,374,180,73,381,9,314,389,919,22,900,-1.4105098814116606,-1.4105098814116614,0,False,False,False,False,False,False,303.5901718176042,1.2838214783821478,False,False
31,Generic Product,0.401650842054402,-1.646596482786888,1.4266322870335446,326,668,10,617,507,38,113,990,433,434,998,377,-0.5131312082310905,-0.5131312082310909,0,False,False,True,False,False,False,325.81398066995223,1.801792828685259,True,False
32,Jeans,-1.0950040201980282,0.3181119164711745,1.6322121780330268,541,201,987,710,72,983,75,796,21,441,605,453,-0.1360305073664464,-0.1360305073664466,0,True,False,False,False,False,False,344.0558776851472,0.8669751301330249,False,False
33,Jeans,-1.4562297522533134,-0.9632196482623446,-0.0266048734800363,646,16,301,385,307,800,675,617,872,217,753,190,-0.2429093156328963,-0.242909315632897,0,True,False,False,False,False,False,278.71016497538454,1.2045690550363448,False,False
34,Building Blocks,1.5707048919563669,-1.3049080655246164,-1.6180767882863725,578,321,95,617,198,442,501,735,599,221,236,890,-0.5917778784648933,-0.5917778784648937,0,False,False,False,False,False,True,242.76442939981587,1.3551307847082497,False,True
35,T-Shirt,1.6280609792717915,-1.4757522741557525,0.3987328320361337,64,517,189,791,129,17,84,272,664,672,956,439,-1.236075599995662,-1.2360755999956627,0,True,False,False,False,False,False,318.33244486628354,2.6844155844155844,False,True
36,Mixer,1.0895779544515871,0.6598003337334462,-0.4519425789962064,291,569,452,771,757,951,48,909,124,527,918,186,0.4870931106398371,0.4870931106398362,1,False,False,False,True,False,False,324.6764706689732,1.243140243902439,False,True
37,Toaster,-0.6358093862867218,-0.5361091266845049,1.600311850119314,24,324,191,107,823,731,494,231,78,277,922,830,-0.9961024267181614,-0.996102426718162,0,False,False,False,True,False,False,326.73045141031446,3.7643784786641934,False,False
38,Basketball,-1.3444926219584878,0.7452224380490142,0.5157007010530804,548,411,485,530,571,824,837,419,857,568,565,366,0.9690560384828848,0.9690560384828844,1,False,False,False,False,True,False,169.37163280785836,1.03808864265928,False,False
39,Coffee Maker,0.6643541756330111,-1.4757522741557525,0.8276150184316051,0,317,265,409,790,755,688,767,967,573,137,88,-0.2661000004454279,-0.2661000004454282,0,False,False,False,True,False,False,319.47722449291587,1.3711340206185567,False,True
40,Blender,-0.1715640957119342,-0.6215312310000729,-1.146660831339284,910,680,423,970,614,351,386,441,50,874,472,186,0.3398826766124627,0.3398826766124622,1,False,False,False,True,False,False,287.64533875780245,0.7610531544957775,True,False
41,Remote Car,-1.2610530063946734,0.1472677078400388,-1.341607279700862,548,964,127,295,807,971,969,495,727,465,844,818,2.0267529240631297,2.026752924063129,1,False,False,False,False,False,True,280.20052343515226,1.2977425259304454,False,False
42,Novel,0.0168323165436764,1.0014887509957182,-0.1931954748072029,140,81,237,817,831,815,388,23,175,838,783,945,0.0535281337098987,0.053528133709898,1,False,False,False,False,False,False,359.4461543524814,5.602620087336245,True,False
43,Microwave,-1.5612557360226915,-0.6215312310000729,0.4554445261049563,743,473,919,170,486,297,217,108,869,753,552,131,-0.3044150449183062,-0.3044150449183067,0,False,False,False,True,False,False,294.1559573979886,0.6725995316159251,False,False
44,Badminton Racket,1.435167406973355,0.4035340207867425,1.4797995002230655,647,467,354,330,852,282,700,702,252,601,609,871,0.6524527762596276,0.6524527762596276,1,False,False,False,False,True,False,215.1741190644254,1.417574931880109,False,True
45,Skirt,-0.7927256782425517,1.257755063942422,-1.1608387548564898,900,424,939,492,150,585,980,501,965,583,694,634,1.8422357362069004,1.8422357362068995,1,True,False,False,False,False,False,254.6135961281984,0.8444542642509942,False,False
46,Kettle,0.5899780672324304,0.4035340207867425,1.3840985164819275,187,944,111,194,668,109,345,858,245,837,639,559,-0.3265974390868146,-0.3265974390868149,0,False,False,False,True,False,False,311.4556245448235,1.638486312399356,False,True
47,Dumbbells,-0.6114555349778804,-0.9632196482623446,-0.3562415952550681,127,730,827,11,205,179,229,24,738,29,228,799,-1.9096137502031008,-1.909613750203102,0,False,False,False,False,True,False,327.160742625321,0.6270783847980997,False,False
48,Board Game,0.1020707961246209,-1.646596482786888,0.4944338157772719,200,688,445,194,985,937,254,186,105,358,316,375,-0.9850112296339072,-0.9850112296339076,0,False,False,False,False,False,True,294.9052621374594,0.7869467366841711,True,False
49,Generic Product,0.1933285514551939,1.257755063942422,-0.1223058572211745,126,203,342,489,178,543,235,287,192,918,597,690,-1.2300258561315234,-1.230025856131524,0,False,False,True,False,False,False,246.686035275611,3.286140089418778,True,False
50,Generic Product,-1.045950382192436,-1.646596482786888,1.2813085709821863,256,582,144,794,196,745,25,627,315,287,767,691,-0.5958110410409857,-0.595811041040986,0,False,False,True,False,False,False,275.3214512440894,1.7769857433808554,False,False
51,Generic Product,1.641552459400269,1.257755063942422,1.3096644180165975,675,386,64,880,734,793,583,337,301,85,720,98,-0.3669290648477392,-0.3669290648477399,0,False,False,True,False,False,False,296.05722215118953,0.8026666666666666,False,True
52,Hoodie,0.9756268376741392,0.0618456035244708,-1.3628741649766705,546,777,246,181,88,24,260,877,547,233,726,841,-0.6794991644949041,-0.6794991644949046,0,True,False,False,False,False,False,308.42458928030896,1.147227533460803,False,True
53,Tennis Racket,1.538532900880767,1.5140213768891255,-0.7567679346161282,193,97,734,961,798,842,765,913,953,746,885,33,1.915840953220588,1.9158409532205871,1,False,False,False,False,True,False,343.15859042404605,1.625,False,True
54,Blender,1.3855602723471074,1.0014887509957182,-1.281351104752738,702,344,990,816,433,790,270,36,715,312,611,931,0.9377990285181684,0.9377990285181677,1,False,False,False,True,False,False,296.3909682507314,0.9106090373280944,False,True
55,Biography,0.3686486060478185,1.6848655855202617,-0.7532234537368268,103,802,489,655,787,737,122,793,933,364,560,581,0.9136000530616136,0.9136000530616128,1,False,False,False,False,False,False,267.12606262462174,1.0796269727403156,True,False
56,Skirt,1.478201769229319,-0.5361091266845049,-1.791756351372142,534,207,824,897,747,56,655,136,778,776,200,170,-0.0402428961842507,-0.0402428961842514,0,True,False,False,False,False,False,318.6024405925277,0.7322683706070288,False,True
57,Skirt,-1.3759727422582686,0.91606664668015,-1.5755430177347556,264,513,438,315,182,179,256,507,267,798,947,365,-0.9971107173621844,-0.997110717362185,0,True,False,False,False,False,False,241.31538209646652,1.7366255144032923,False,False
58,Generic Product,-1.0078283024447892,-0.3652649180533688,0.1931529410366515,801,635,105,693,208,231,655,226,169,838,257,783,-0.4223850502690103,-0.4223850502690108,0,False,False,True,False,False,False,287.38669704139687,1.218689162881246,False,False
59,Science Book,-1.5241022753611924,-0.1089986051066652,-1.401863454648986,941,791,180,29,492,893,420,319,550,904,479,58,0.0363871927615058,0.0363871927615055,1,False,False,False,False,False,False,324.50475086404106,0.7536610878661087,False,False
60,Generic Product,-0.564823444687656,0.4035340207867425,0.256953596864077,973,585,183,595,129,342,258,839,454,268,887,180,-0.329622311018884,-0.3296223110188843,0,False,False,True,False,False,False,297.99525875829676,0.7668006892590464,True,False
61,T-Shirt,-0.347852769390706,1.257755063942422,0.7212805920525626,383,165,225,677,664,476,947,915,650,697,177,18,-0.0261268271679271,-0.0261268271679276,1,True,False,False,False,False,False,306.0500553236943,1.1539456662354461,True,False
62,Microwave,-0.7496913159865878,1.599443481204694,1.4408102105507503,259,21,776,795,12,798,46,181,291,130,756,225,-1.7442540845833108,-1.7442540845833114,0,False,False,False,True,False,False,325.2432656000456,1.0520833333333333,False,False
63,Generic Product,1.1592493415765963,0.91606664668015,1.6215787353951223,413,153,789,792,633,575,862,873,563,802,122,472,1.0376198022764564,1.0376198022764558,1,False,False,True,False,False,False,258.91222041222363,1.0302583025830256,False,True
64,Generic Product,-0.4572375390477461,-0.2798428137378008,-0.7851237816505395,990,938,908,95,870,454,524,85,798,992,341,94,1.077951428037381,1.0779514280373803,1,False,False,True,False,False,False,368.83209409752243,0.5031734837799718,True,False
65,Generic Product,-0.7168966412127502,-0.2798428137378008,1.3770095547233248,357,438,88,380,731,231,887,466,800,788,170,880,0.1977136958052038,0.1977136958052033,1,False,False,True,False,False,False,287.2186370250814,2.0815402038505098,False,False
66,Shorts,0.1795603230163887,0.8306445423645822,-0.551188043616646,74,294,687,777,105,288,207,925,140,831,844,296,-0.5564877059240844,-0.5564877059240846,0,True,False,False,False,False,False,327.3281182081628,1.8682464454976302,True,False
67,Kettle,-1.1963630888555636,-0.8777975439467767,1.1714296637238426,354,218,529,443,374,212,310,52,145,350,647,592,-1.80878468580079,-1.8087846858007903,0,False,False,False,True,False,False,180.1251248606385,1.4432334241598546,False,False
68,Cookbook,1.0683375216339328,-1.3903301698401844,1.157251740206637,583,668,370,297,581,257,746,859,424,179,58,174,-0.830742761098371,-0.8307427610983714,0,False,False,False,False,False,False,253.12914418605305,0.25354719309068474,False,True
69,Monitor,-1.4237118257898038,-0.5361091266845049,-0.5051097921857276,770,494,971,807,706,529,148,866,313,801,704,221,1.3209494732469511,1.3209494732469511,1,False,True,False,False,False,False,267.6126214353784,0.7722595078299777,False,False
70,Biography,1.7008457848879877,-0.7923754396312086,1.3521981885682148,909,229,935,736,697,686,833,234,183,479,464,614,0.9872052700753008,0.9872052700753003,1,False,False,False,False,False,False,265.046865495691,0.7510853835021708,False,True
71,Mixer,0.9657330855799224,-0.7069533353156405,-0.2888964585483412,187,19,912,844,98,928,437,958,663,888,779,53,0.7522735500179157,0.7522735500179157,1,False,False,False,True,False,False,379.2094248285344,1.5384615384615385,False,True
72,Toy Robot,-0.998488046971228,-0.9632196482623446,-0.3597860761343695,972,986,398,360,593,228,154,778,712,162,259,694,0.2783769473270528,0.2783769473270519,1,False,False,False,False,False,True,303.9468653723821,0.4732597623089983,False,False
73,Generic Product,-1.660124069887278,-1.56117437847132,-1.2955290282699436,684,552,105,373,586,225,677,798,127,782,372,862,0.1241084787915166,0.1241084787915163,1,False,False,True,False,False,False,265.64585390509995,1.5033557046979866,False,False
74,Biography,1.1137242445276825,-1.646596482786888,-1.2352728533218196,991,949,270,553,885,595,89,432,286,887,972,402,1.301791951010512,1.3017919510105116,1,False,False,False,False,False,False,318.221228078832,1.023076923076923,False,True
75,Board Game,0.741774515447197,1.6848655855202617,0.3632880232431195,289,147,974,302,851,802,697,495,822,95,94,317,-0.1360305073664464,-0.1360305073664466,0,False,False,False,False,False,True,323.5008664687942,0.3588652482269503,False,True
76,Stuffed Animal,0.8176727395545805,-0.2798428137378008,0.6433020127079314,44,107,830,420,191,434,829,998,252,773,124,866,-0.1531714483148393,-0.1531714483148398,0,False,False,False,False,False,True,349.5035440059618,1.7971457696228337,False,True
77,Kettle,0.9624121058559894,-0.4506870223689369,1.3061199371372965,572,402,502,245,324,881,357,99,1000,509,40,348,-0.7470546376444526,-0.7470546376444529,0,False,False,False,True,False,False,282.6287183289101,0.6077235772357723,False,True
78,Kettle,-1.4254415027293523,0.5743782294178785,-0.1293948189797774,82,595,678,719,978,757,173,989,777,364,890,442,1.435894606665586,1.435894606665586,1,False,False,False,True,False,False,298.61873939046677,1.251660516605166,False,False
79,Generic Product,-0.4513566374532816,-0.9632196482623446,-0.7071452023059084,122,482,524,236,725,401,216,598,699,980,253,832,0.0484866804897831,0.0484866804897829,1,False,False,True,False,False,False,270.52384648150985,1.8306737588652484,True,False
80,Tablet,-1.2821550650571638,1.5140213768891255,0.2534091159847756,357,366,848,533,826,621,906,402,385,352,6,579,0.1624235232643948,0.1624235232643948,1,False,True,False,False,False,False,259.12982296817006,0.596435391470401,False,False
81,Dumbbells,1.2769365605434686,0.91606664668015,-0.8418354757193622,527,833,31,184,955,765,455,395,229,799,470,539,0.163431813908418,0.163431813908417,1,False,False,False,False,True,False,283.5229134025016,1.299784327821711,False,True
82,Dress,0.4556167625683114,-1.3903301698401844,0.2356867115882685,65,413,392,467,466,87,775,526,270,435,727,785,-0.616985144565471,-0.6169851445654714,0,True,False,False,False,False,False,237.0743394470233,2.2379310344827585,True,False
83,Thriller Novel,-0.5457969983526237,-0.2798428137378008,0.4873448540186691,935,308,39,753,893,583,608,414,770,82,510,281,0.1573820700442793,0.1573820700442784,1,False,False,False,False,False,False,297.8896480649209,0.6809672386895476,True,False
84,Cookware Set,-1.4613495959943767,1.257755063942422,0.1647970940022401,656,801,659,362,366,892,628,938,810,224,580,359,1.26549348782568,1.2654934878256796,1,False,False,False,True,False,False,233.9771259216282,0.5496219281663516,False,False
85,Biography,-0.6139462697708302,1.5140213768891255,0.1647970940022401,374,917,217,282,317,541,198,612,414,411,68,914,-0.7611707066607761,-0.7611707066607767,0,False,False,False,False,False,False,267.0740874398304,0.9237400530503979,False,False
86,Dumbbells,-0.5653077542307294,-0.1089986051066652,-0.6114442185647702,161,834,730,552,143,683,831,676,197,734,80,822,0.4265956719984503,0.4265956719984494,1,False,False,False,False,True,False,300.58290592336306,0.9484057971014493,True,False
87,Swim Goggles,0.8197483518820387,0.4035340207867425,-1.766944985217032,745,133,980,335,383,308,485,462,322,980,541,630,0.2864432724792377,0.2864432724792377,1,False,False,False,False,True,False,265.86474118630434,1.157696447793326,False,True
88,Generic Product,0.504462839341158,-1.1340638568934804,1.51524430901608,379,718,81,161,215,905,532,540,55,117,584,891,-0.848891992690787,-0.8488919926907874,0,False,False,True,False,False,False,308.79016117156914,1.3514431239388793,True,False
89,Toy Robot,1.359476744098718,1.6848655855202617,-1.7137777720275107,655,282,844,159,360,342,199,625,830,481,261,952,-0.0301599897440196,-0.0301599897440198,0,False,False,False,False,False,True,274.29805730705465,0.9511510387422796,False,True
90,Generic Product,-0.0617642035894024,-0.9632196482623446,0.5476010289667932,357,777,719,473,323,435,370,618,202,191,88,645,-0.8287261798103247,-0.8287261798103249,0,False,False,True,False,False,False,220.2683624925548,0.4986508364813816,True,False
91,Skirt,-1.2694246427820874,1.5140213768891255,-0.3668750378929724,187,72,200,600,14,176,958,921,782,590,914,640,0.0343706114734595,0.0343706114734591,1,True,False,False,False,False,False,355.1833073473215,4.671023965141612,False,False
92,Monitor,0.7637068190406707,0.4889561251023105,0.2534091159847756,321,480,446,321,216,138,852,363,620,589,207,7,-1.4720156106970703,-1.472015610697071,0,False,True,False,False,False,False,233.58665902128757,0.6439454691259022,False,True
93,Science Book,0.9265040125909648,0.3181119164711745,-1.2388173342011208,449,351,843,11,491,193,447,129,627,658,212,992,-0.6220265977855867,-0.6220265977855871,0,False,False,False,False,False,False,294.30229511352934,1.133292757151552,False,True
94,Sweater,0.2432124343917693,0.0618456035244708,0.0088399353129778,473,559,427,423,950,185,247,83,603,106,833,562,-0.5736286468724773,-0.5736286468724777,0,True,False,False,False,False,False,271.45269971363,1.0287868403015765,True,False
95,Monitor,0.9613742996922604,-0.9632196482623446,0.2959428865363926,12,325,37,72,546,217,787,270,137,381,265,490,-2.5014803582446685,-2.5014803582446685,0,False,True,False,False,False,False,229.69167410142484,3.037433155080214,False,True
96,Comics,0.0121275952681047,-1.1340638568934804,1.557778079567697,183,744,210,587,182,163,263,243,421,782,911,340,-0.9991272986502308,-0.9991272986502314,0,False,False,False,False,False,False,268.04357119805366,1.7880386983289358,True,False
97,Hoodie,0.1112034903654364,-0.9632196482623446,-0.1152168954625717,110,442,443,857,269,160,57,387,814,389,292,471,-1.3399295363300427,-1.339929536330043,0,True,False,False,False,False,False,247.96864110144446,1.157788944723618,True,False
98,Vacuum Cleaner,-0.2148060192006439,-1.1340638568934804,-1.164383235735791,926,99,326,200,944,942,301,213,56,243,206,792,-0.778311647609169,-0.7783116476091698,0,False,False,False,True,False,False,352.23735110739113,0.918578830495929,True,False
99,Biography,-1.591974798469071,0.91606664668015,0.2959428865363926,507,58,760,521,466,524,30,817,561,584,332,686,-0.1753538424833478,-0.175353842483348,0,False,False,False,False,False,False,244.61391967132553,1.2090566037735848,False,False
100,Shirt,-1.3094839607020283,-0.5361091266845049,0.1789750175194458,289,507,226,863,869,807,497,165,70,868,76,694,-0.0896491377413832,-0.0896491377413837,0,True,False,False,False,False,False,320.7091928268293,1.6027397260273972,False,False
101,Cricket Bat,-1.5713570493496545,-1.56117437847132,1.1182624505343213,294,257,47,504,611,600,248,790,910,467,287,703,-0.3044150449183062,-0.3044150449183067,0,False,False,False,False,True,False,256.8648388833035,2.4364548494983276,False,False
102,Power Bank,0.5005191759189876,1.599443481204694,1.157251740206637,450,412,17,737,518,835,604,58,913,865,46,248,-0.3195394045786529,-0.3195394045786534,0,False,True,False,False,False,False,328.14828272374893,1.3185437997724687,True,False
103,Hoodie,-0.6023920278146468,1.257755063942422,-0.0336938352386391,903,451,911,687,541,41,776,601,593,933,621,234,1.282634428774073,1.282634428774072,1,True,False,False,False,False,False,271.3382100671121,0.7894039735099337,False,False
104,Cookware Set,0.0627033489804996,1.428599272573558,-0.0443272778765434,214,64,438,787,466,914,270,882,371,537,199,82,-0.8025106230657237,-0.8025106230657245,0,False,False,False,True,False,False,295.82468190508115,1.1424581005586594,True,False
105,Generic Product,1.4292173183013088,1.6848655855202617,-1.7882118704928405,973,594,806,38,304,209,605,842,616,209,426,92,-0.3084482074943986,-0.3084482074943989,0,False,False,True,False,False,False,309.54389711707165,0.30636325326590813,False,True
106,Self-Help Book,-0.8252436047060613,-1.1340638568934804,-1.469208591355713,631,153,707,59,984,740,665,923,599,603,209,884,1.1465151918309526,1.1465151918309515,1,False,False,False,False,False,False,303.60005339960406,1.1374916163648559,False,False
107,Self-Help Book,-0.2735458480677073,-0.3652649180533688,-1.6641550397172908,893,984,186,577,143,861,393,503,513,636,887,393,0.9569565507546076,0.9569565507546072,1,False,False,False,False,False,False,280.27490563243924,0.9287445467765391,True,False
108,Science Book,0.9085845594972436,0.8306445423645822,-1.6322547118035782,566,265,344,320,110,274,796,705,871,946,419,823,0.4225625094223579,0.4225625094223579,1,False,False,False,False,False,False,282.92641456853414,1.862127659574468,False,True
109,Dish Rack,-0.8953993013741439,0.6598003337334462,1.1182624505343213,26,820,223,434,231,953,501,122,83,72,153,267,-2.152611795412672,-2.152611795412672,0,False,False,False,True,False,False,299.6389114796796,0.460243217960711,False,False
110,Tablet,-1.4153401894023898,-1.2194859612090485,-1.5188313236659328,629,78,829,635,690,278,591,647,993,991,521,416,1.2886841726382114,1.2886841726382108,1,False,True,False,False,False,False,267.5973343165685,1.2552083333333333,False,False
111,Cookbook,-0.6866618883094444,1.0869108553112858,-1.3557852032180675,732,314,487,675,583,250,803,412,42,634,414,631,-0.04326776811632,-0.0432677681163207,0,False,False,False,False,False,False,221.6444566225719,1.0952380952380951,False,False
112,Headphones,-1.1268992629633006,-0.9632196482623446,1.2529527239477751,230,661,908,407,721,309,83,138,665,308,352,582,-0.661349932902488,-0.6613499329024886,0,False,True,False,False,False,False,256.4084100166621,0.6903835464146748,False,False
113,Shirt,1.5049771682535282,-0.9632196482623446,-0.3243412673413553,564,946,876,922,731,719,364,228,838,695,156,528,1.5599143558804287,1.559914355880429,1,True,False,False,False,False,False,266.8058396298815,0.5779547359597653,False,True
114,Running Shoes,1.08860933536544,0.0618456035244708,0.3916438702775308,806,559,848,385,591,832,885,273,933,698,260,252,1.3128831480947665,1.3128831480947654,1,False,False,False,False,True,False,261.09240208064733,0.5467690917306823,False,True
115,Tennis Racket,0.4902103013592792,0.3181119164711745,0.5405120672081903,320,916,228,670,499,139,548,438,605,709,76,956,0.0847851436746152,0.084785143674615,1,False,False,False,False,True,False,283.85762543069285,1.189207650273224,True,False
116,Laptop,1.305510823584808,0.2326898121556065,-1.56136509421755,912,890,389,568,594,791,341,561,809,589,768,121,1.3239743451790205,1.3239743451790205,1,False,True,False,False,False,False,239.71591456757665,0.6745778183477864,False,True
117,Headphones,1.0733881782974142,-1.3903301698401844,0.2179643071917614,232,247,978,77,553,545,838,909,132,859,982,891,1.2332281872169404,1.2332281872169404,1,False,True,False,False,False,False,350.37135061721773,1.8750857927247768,False,True
118,Badminton Racket,-1.040069480597971,1.257755063942422,-0.6468890273577843,669,789,588,193,272,820,406,117,394,185,487,9,-1.099956363052542,-1.0999563630525424,0,False,False,False,False,True,False,266.30608670885056,0.33284457478005863,False,False
119,Dictionary,1.377811319657931,-0.7923754396312086,1.4514436531886543,436,867,187,284,702,903,424,713,64,855,130,798,0.3459324204766013,0.3459324204766009,1,False,False,False,False,False,False,311.6834422644523,1.1966442953020135,False,True
120,Action Figure,0.1680752681377876,-1.3049080655246164,-0.8241130713228552,780,609,857,526,172,529,743,994,289,252,578,315,0.629262091447096,0.6292620914470951,1,False,False,False,False,False,True,259.6656358169914,0.5097951914514693,True,False
